order_item_id,order_id,order_date,customer_id,product_id,category,subcategory,quantity,unit_price,line_subtotal,item_discount_amount,line_total,unit_cost,line_cogs,line_gross_profit
OI13844,O507461,2024-09-24,C102929,P1087,Sports,Hydration,1,115.06,115.06,0.0,115.06,74.53,74.53,40.53
OI13845,O507461,2024-09-24,C102929,P1041,Fashion,Footwear,1,18.61,18.61,0.0,18.61,9.44,9.44,9.17
OI13846,O507462,2024-12-09,C102929,P1018,Electronics,Computer Accessories,1,211.27,211.27,21.13,190.14,113.76,113.76,76.38
OI13847,O507462,2024-12-09,C102929,P1042,Fashion,Activewear,1,42.46,42.46,4.25,38.21,27.67,27.67,10.54
OI13848,O507462,2024-12-09,C102929,P1002,Electronics,Audio,1,74.2,74.2,3.71,70.49,57.07,57.07,13.42
OI13849,O507463,2025-01-02,C102929,P1066,Beauty,Skincare,2,62.64,125.28,0.0,125.28,23.03,46.06,79.22
OI13850,O507463,2025-01-02,C102929,P1088,Sports,Hydration,2,97.38,194.76,0.0,194.76,61.57,123.14,71.62
OI13851,O507464,2025-02-26,C102929,P1058,Beauty,Tools,3,16.78,50.34,5.03,45.31,6.75,20.25,25.06
OI13852,O507464,2025-02-26,C102929,P1020,Home,Bedding,1,27.05,27.05,2.71,24.34,14.15,14.15,10.19
OI13853,O507465,2024-04-30,C102931,P1035,Home,Kitchen,1,91.29,91.29,9.13,82.16,60.95,60.95,21.21
OI13854,O507465,2024-04-30,C102931,P1052,Fashion,Outerwear,1,111.78,111.78,8.94,102.84,45.5,45.5,57.34
OI13855,O507466,2024-05-23,C102931,P1079,Sports,Recovery,1,139.55,139.55,0.0,139.55,73.38,73.38,66.17
OI13856,O507467,2024-10-05,C102931,P1037,Fashion,Outerwear,2,141.36,282.72,28.27,254.45,69.53,139.06,115.39
OI13857,O507468,2024-10-09,C102931,P1006,Electronics,Computer Accessories,1,22.32,22.32,0.0,22.32,14.37,14.37,7.95
OI13858,O507468,2024-10-09,C102931,P1030,Home,Decor,1,21.26,21.26,0.0,21.26,12.23,12.23,9.03
OI13859,O507469,2025-05-10,C102931,P1070,Beauty,Haircare,1,42.05,42.05,0.0,42.05,17.71,17.71,24.34
OI13860,O507469,2025-05-10,C102931,P1006,Electronics,Computer Accessories,1,21.24,21.24,0.0,21.24,14.37,14.37,6.87
OI13861,O507470,2024-12-15,C102932,P1009,Electronics,Wearables,2,134.38,268.76,26.88,241.88,75.62,151.24,90.64
OI13862,O507470,2024-12-15,C102932,P1034,Home,Bedding,1,98.15,98.15,9.82,88.33,51.23,51.23,37.1
OI13863,O507471,2025-03-14,C102932,P1085,Sports,Recovery,1,20.55,20.55,0.0,20.55,10.36,10.36,10.19
OI13864,O507471,2025-03-14,C102932,P1042,Fashion,Activewear,1,41.93,41.93,0.0,41.93,27.67,27.67,14.26
OI13865,O507471,2025-03-14,C102932,P1044,Fashion,Footwear,2,60.13,120.26,6.01,114.25,36.21,72.42,41.83
OI13866,O507472,2025-05-20,C102932,P1050,Fashion,Basics,1,42.1,42.1,0.0,42.1,22.11,22.11,19.99
OI13867,O507472,2025-05-20,C102932,P1002,Electronics,Audio,1,74.92,74.92,3.75,71.17,57.07,57.07,14.1
OI13868,O507472,2025-05-20,C102932,P1083,Sports,Outdoor,1,84.52,84.52,0.0,84.52,59.28,59.28,25.24
OI13869,O507473,2024-12-04,C102935,P1051,Fashion,Activewear,1,32.04,32.04,3.2,28.84,13.97,13.97,14.87
OI13870,O507473,2024-12-04,C102935,P1068,Beauty,Skincare,1,60.38,60.38,6.04,54.34,25.09,25.09,29.25
OI13871,O507473,2024-12-04,C102935,P1005,Electronics,Audio,1,150.07,150.07,15.01,135.06,92.22,92.22,42.84
OI13872,O507474,2024-03-23,C102936,P1082,Sports,Outdoor,1,21.22,21.22,1.06,20.16,13.3,13.3,6.86
OI13873,O507474,2024-03-23,C102936,P1030,Home,Decor,1,20.58,20.58,1.65,18.93,12.23,12.23,6.7
OI13874,O507474,2024-03-23,C102936,P1018,Electronics,Computer Accessories,1,211.5,211.5,16.92,194.58,113.76,113.76,80.82
OI13875,O507475,2024-03-27,C102936,P1073,Sports,Hydration,1,53.38,53.38,0.0,53.38,25.06,25.06,28.32
OI13876,O507475,2024-03-27,C102936,P1001,Electronics,Mobile Accessories,1,30.93,30.93,0.0,30.93,19.28,19.28,11.65
OI13877,O507475,2024-03-27,C102936,P1088,Sports,Hydration,1,95.82,95.82,0.0,95.82,61.57,61.57,34.25
OI13878,O507475,2024-03-27,C102936,P1060,Beauty,Skincare,2,34.42,68.84,0.0,68.84,15.31,30.62,38.22
OI13879,O507476,2024-04-21,C102936,P1079,Sports,Recovery,2,148.7,297.4,29.74,267.66,73.38,146.76,120.9
OI13880,O507476,2024-04-21,C102936,P1064,Beauty,Haircare,2,54.84,109.68,10.97,98.71,20.47,40.94,57.77
OI13881,O507477,2024-05-05,C102936,P1059,Beauty,Fragrance,1,58.27,58.27,2.91,55.36,32.04,32.04,23.32
OI13882,O507477,2024-05-05,C102936,P1008,Electronics,Audio,2,108.79,217.58,17.41,200.17,81.75,163.5,36.67
OI13883,O507478,2024-08-25,C102936,P1083,Sports,Outdoor,1,84.25,84.25,0.0,84.25,59.28,59.28,24.97
OI13884,O507478,2024-08-25,C102936,P1032,Home,Bedding,1,117.27,117.27,0.0,117.27,83.98,83.98,33.29
OI13885,O507479,2024-11-22,C102936,P1036,Home,Kitchen,1,43.33,43.33,2.17,41.16,27.15,27.15,14.01
OI13886,O507479,2024-11-22,C102936,P1028,Home,Storage,1,83.49,83.49,0.0,83.49,46.79,46.79,36.7
OI13887,O507480,2024-04-08,C102937,P1061,Beauty,Haircare,1,59.01,59.01,5.9,53.11,31.69,31.69,21.42
OI13888,O507480,2024-04-08,C102937,P1042,Fashion,Activewear,2,44.03,88.06,7.04,81.02,27.67,55.34,25.68
OI13889,O507480,2024-04-08,C102937,P1040,Fashion,Activewear,1,62.06,62.06,4.96,57.1,38.98,38.98,18.12
OI13890,O507480,2024-04-08,C102937,P1007,Electronics,Wearables,1,62.31,62.31,4.98,57.33,41.12,41.12,16.21
OI13891,O507481,2024-11-25,C102937,P1054,Fashion,Activewear,2,34.1,68.2,0.0,68.2,21.8,43.6,24.6
OI13892,O507482,2025-03-18,C102937,P1004,Electronics,Audio,1,89.19,89.19,0.0,89.19,72.43,72.43,16.76
OI13893,O507482,2025-03-18,C102937,P1012,Electronics,Mobile Accessories,1,89.43,89.43,0.0,89.43,61.31,61.31,28.12
OI13894,O507483,2024-03-31,C102938,P1024,Home,Bedding,2,42.38,84.76,0.0,84.76,21.82,43.64,41.12
OI13895,O507483,2024-03-31,C102938,P1077,Sports,Outdoor,1,15.59,15.59,0.0,15.59,10.85,10.85,4.74
OI13896,O507484,2024-06-18,C102938,P1025,Home,Bedding,1,157.9,157.9,15.79,142.11,120.37,120.37,21.74
OI13897,O507484,2024-06-18,C102938,P1039,Fashion,Basics,1,75.22,75.22,6.02,69.2,41.14,41.14,28.06
OI13898,O507485,2024-07-26,C102938,P1003,Electronics,Wearables,1,31.09,31.09,2.49,28.6,23.12,23.12,5.48
OI13899,O507485,2024-07-26,C102938,P1054,Fashion,Activewear,2,34.23,68.46,6.85,61.61,21.8,43.6,18.01
OI13900,O507486,2024-08-24,C102938,P1075,Sports,Hydration,3,22.69,68.07,3.4,64.67,12.82,38.46,26.21
OI13901,O507486,2024-08-24,C102938,P1006,Electronics,Computer Accessories,2,22.91,45.82,2.29,43.53,14.37,28.74,14.79
OI13902,O507487,2024-09-15,C102938,P1024,Home,Bedding,1,44.52,44.52,4.45,40.07,21.82,21.82,18.25
OI13903,O507488,2024-11-26,C102938,P1005,Electronics,Audio,1,141.85,141.85,7.09,134.76,92.22,92.22,42.54
OI13904,O507489,2025-02-11,C102939,P1026,Home,Decor,2,142.7,285.4,28.54,256.86,76.77,153.54,103.32
OI13905,O507490,2025-02-19,C102939,P1028,Home,Storage,1,82.32,82.32,8.23,74.09,46.79,46.79,27.3
OI13906,O507491,2024-09-02,C102940,P1039,Fashion,Basics,2,73.17,146.34,11.71,134.63,41.14,82.28,52.35
OI13907,O507492,2025-01-14,C102940,P1077,Sports,Outdoor,1,15.9,15.9,0.8,15.1,10.85,10.85,4.25
OI13908,O507493,2025-05-07,C102940,P1010,Electronics,Audio,2,163.12,326.24,39.15,287.09,121.01,242.02,45.07
OI13909,O507494,2025-05-08,C102940,P1028,Home,Storage,2,79.94,159.88,0.0,159.88,46.79,93.58,66.3
OI13910,O507494,2025-05-08,C102940,P1035,Home,Kitchen,1,89.57,89.57,0.0,89.57,60.95,60.95,28.62
OI13911,O507495,2024-09-27,C102941,P1056,Beauty,Tools,1,24.63,24.63,0.0,24.63,12.28,12.28,12.35
OI13912,O507495,2024-09-27,C102941,P1008,Electronics,Audio,1,110.81,110.81,0.0,110.81,81.75,81.75,29.06
OI13913,O507496,2024-10-18,C102941,P1009,Electronics,Wearables,1,136.55,136.55,6.83,129.72,75.62,75.62,54.1
OI13914,O507497,2024-11-17,C102941,P1062,Beauty,Haircare,2,17.98,35.96,0.0,35.96,10.77,21.54,14.42
OI13915,O507498,2024-08-29,C102943,P1029,Home,Decor,1,133.09,133.09,0.0,133.09,80.99,80.99,52.1
OI13916,O507498,2024-08-29,C102943,P1016,Electronics,Mobile Accessories,1,153.43,153.43,15.34,138.09,103.82,103.82,34.27
OI13917,O507498,2024-08-29,C102943,P1055,Beauty,Haircare,1,44.24,44.24,0.0,44.24,18.29,18.29,25.95
OI13918,O507499,2024-12-29,C102943,P1016,Electronics,Mobile Accessories,1,159.98,159.98,16.0,143.98,103.82,103.82,40.16
OI13919,O507499,2024-12-29,C102943,P1038,Fashion,Footwear,1,85.46,85.46,8.55,76.91,52.04,52.04,24.87
OI13920,O507500,2025-05-23,C102943,P1010,Electronics,Audio,1,167.46,167.46,16.75,150.71,121.01,121.01,29.7
OI13921,O507500,2025-05-23,C102943,P1039,Fashion,Basics,1,74.0,74.0,7.4,66.6,41.14,41.14,25.46
OI13922,O507500,2025-05-23,C102943,P1002,Electronics,Audio,1,74.36,74.36,5.95,68.41,57.07,57.07,11.34
OI13923,O507501,2024-02-04,C102944,P1013,Electronics,Wearables,1,94.47,94.47,0.0,94.47,53.71,53.71,40.76
OI13924,O507501,2024-02-04,C102944,P1063,Beauty,Haircare,1,60.89,60.89,0.0,60.89,31.44,31.44,29.45
OI13925,O507501,2024-02-04,C102944,P1035,Home,Kitchen,1,90.43,90.43,0.0,90.43,60.95,60.95,29.48
OI13926,O507501,2024-02-04,C102944,P1005,Electronics,Audio,1,150.4,150.4,0.0,150.4,92.22,92.22,58.18
OI13927,O507502,2024-01-05,C102945,P1005,Electronics,Audio,1,144.68,144.68,0.0,144.68,92.22,92.22,52.46
OI13928,O507502,2024-01-05,C102945,P1086,Sports,Yoga,1,82.71,82.71,0.0,82.71,46.36,46.36,36.35
OI13929,O507503,2024-02-11,C102945,P1068,Beauty,Skincare,1,56.9,56.9,4.55,52.35,25.09,25.09,27.26
OI13930,O507504,2024-07-31,C102945,P1001,Electronics,Mobile Accessories,1,31.41,31.41,0.0,31.41,19.28,19.28,12.13
OI13931,O507504,2024-07-31,C102945,P1009,Electronics,Wearables,1,136.61,136.61,0.0,136.61,75.62,75.62,60.99
OI13932,O507505,2024-08-04,C102945,P1048,Fashion,Activewear,1,78.53,78.53,7.85,70.68,38.33,38.33,32.35
OI13933,O507506,2024-08-25,C102945,P1086,Sports,Yoga,1,86.94,86.94,8.69,78.25,46.36,46.36,31.89
OI13934,O507506,2024-08-25,C102945,P1074,Sports,Recovery,1,22.17,22.17,2.22,19.95,15.27,15.27,4.68
OI13935,O507507,2024-09-03,C102945,P1034,Home,Bedding,1,95.7,95.7,9.57,86.13,51.23,51.23,34.9
OI13936,O507508,2025-03-10,C102945,P1055,Beauty,Haircare,1,45.32,45.32,4.53,40.79,18.29,18.29,22.5
OI13937,O507509,2025-04-13,C102946,P1082,Sports,Outdoor,1,22.46,22.46,1.8,20.66,13.3,13.3,7.36
OI13938,O507510,2024-03-07,C102949,P1051,Fashion,Activewear,1,31.53,31.53,0.0,31.53,13.97,13.97,17.56
OI13939,O507511,2024-06-22,C102949,P1050,Fashion,Basics,2,40.36,80.72,0.0,80.72,22.11,44.22,36.5
OI13940,O507512,2024-09-01,C102949,P1004,Electronics,Audio,2,91.96,183.92,18.39,165.53,72.43,144.86,20.67
OI13941,O507512,2024-09-01,C102949,P1030,Home,Decor,2,20.17,40.34,4.03,36.31,12.23,24.46,11.85
OI13942,O507512,2024-09-01,C102949,P1061,Beauty,Haircare,2,61.16,122.32,12.23,110.09,31.69,63.38,46.71
OI13943,O507513,2024-10-23,C102949,P1035,Home,Kitchen,1,87.64,87.64,0.0,87.64,60.95,60.95,26.69
OI13944,O507513,2024-10-23,C102949,P1021,Home,Decor,1,33.56,33.56,0.0,33.56,21.95,21.95,11.61
OI13945,O507514,2025-04-21,C102951,P1088,Sports,Hydration,1,94.78,94.78,9.48,85.3,61.57,61.57,23.73
OI13946,O507515,2024-05-27,C102953,P1062,Beauty,Haircare,2,18.46,36.92,3.69,33.23,10.77,21.54,11.69
OI13947,O507515,2024-05-27,C102953,P1017,Electronics,Audio,1,153.53,153.53,15.35,138.18,108.89,108.89,29.29
OI13948,O507515,2024-05-27,C102953,P1041,Fashion,Footwear,1,19.01,19.01,1.9,17.11,9.44,9.44,7.67
OI13949,O507516,2024-08-29,C102953,P1087,Sports,Hydration,1,109.86,109.86,5.49,104.37,74.53,74.53,29.84
OI13950,O507517,2024-06-15,C102954,P1011,Electronics,Computer Accessories,1,46.44,46.44,4.64,41.8,35.51,35.51,6.29
OI13951,O507517,2024-06-15,C102954,P1019,Home,Bedding,1,120.85,120.85,12.09,108.76,66.45,66.45,42.31
OI13952,O507518,2024-07-12,C102954,P1006,Electronics,Computer Accessories,1,21.75,21.75,0.0,21.75,14.37,14.37,7.38
OI13953,O507518,2024-07-12,C102954,P1085,Sports,Recovery,1,20.93,20.93,0.0,20.93,10.36,10.36,10.57
OI13954,O507519,2024-02-07,C102956,P1047,Fashion,Outerwear,1,40.34,40.34,4.03,36.31,18.33,18.33,17.98
OI13955,O507519,2024-02-07,C102956,P1026,Home,Decor,2,144.51,289.02,28.9,260.12,76.77,153.54,106.58
OI13956,O507519,2024-02-07,C102956,P1027,Home,Storage,1,138.29,138.29,13.83,124.46,78.86,78.86,45.6
OI13957,O507520,2024-10-17,C102956,P1024,Home,Bedding,1,44.23,44.23,0.0,44.23,21.82,21.82,22.41
OI13958,O507520,2024-10-17,C102956,P1015,Electronics,Audio,3,147.36,442.08,0.0,442.08,107.4,322.2,119.88
OI13959,O507520,2024-10-17,C102956,P1031,Home,Kitchen,2,74.49,148.98,0.0,148.98,44.82,89.64,59.34
OI13960,O507521,2025-05-24,C102956,P1075,Sports,Hydration,1,22.77,22.77,1.82,20.95,12.82,12.82,8.13
OI13961,O507522,2025-02-21,C102957,P1083,Sports,Outdoor,2,83.66,167.32,13.39,153.93,59.28,118.56,35.37
OI13962,O507523,2024-09-13,C102958,P1049,Fashion,Footwear,1,41.35,41.35,0.0,41.35,22.36,22.36,18.99
OI13963,O507523,2024-09-13,C102958,P1010,Electronics,Audio,1,169.49,169.49,0.0,169.49,121.01,121.01,48.48
OI13964,O507524,2025-05-21,C102959,P1041,Fashion,Footwear,2,18.84,37.68,3.01,34.67,9.44,18.88,15.79
OI13965,O507524,2025-05-21,C102959,P1005,Electronics,Audio,1,153.74,153.74,12.3,141.44,92.22,92.22,49.22
OI13966,O507525,2025-06-13,C102959,P1050,Fashion,Basics,1,42.45,42.45,0.0,42.45,22.11,22.11,20.34
OI13967,O507526,2024-08-07,C102960,P1082,Sports,Outdoor,1,21.23,21.23,1.06,20.17,13.3,13.3,6.87
OI13968,O507526,2024-08-07,C102960,P1088,Sports,Hydration,2,98.49,196.98,0.0,196.98,61.57,123.14,73.84
OI13969,O507526,2024-08-07,C102960,P1007,Electronics,Wearables,1,60.21,60.21,0.0,60.21,41.12,41.12,19.09
OI13970,O507527,2024-10-01,C102960,P1064,Beauty,Haircare,2,53.86,107.72,8.62,99.1,20.47,40.94,58.16
OI13971,O507527,2024-10-01,C102960,P1050,Fashion,Basics,1,41.35,41.35,4.14,37.21,22.11,22.11,15.1
OI13972,O507528,2024-07-01,C102961,P1032,Home,Bedding,1,113.4,113.4,0.0,113.4,83.98,83.98,29.42
OI13973,O507528,2024-07-01,C102961,P1080,Sports,Recovery,1,27.94,27.94,0.0,27.94,18.03,18.03,9.91
OI13974,O507528,2024-07-01,C102961,P1040,Fashion,Activewear,1,64.26,64.26,0.0,64.26,38.98,38.98,25.28
OI13975,O507529,2024-07-02,C102961,P1013,Electronics,Wearables,1,96.44,96.44,0.0,96.44,53.71,53.71,42.73
OI13976,O507530,2024-11-24,C102961,P1019,Home,Bedding,1,121.58,121.58,0.0,121.58,66.45,66.45,55.13
OI13977,O507530,2024-11-24,C102961,P1024,Home,Bedding,1,42.9,42.9,0.0,42.9,21.82,21.82,21.08
OI13978,O507530,2024-11-24,C102961,P1042,Fashion,Activewear,2,41.27,82.54,4.13,78.41,27.67,55.34,23.07
OI13979,O507531,2024-11-04,C102962,P1021,Home,Decor,1,34.87,34.87,1.74,33.13,21.95,21.95,11.18
OI13980,O507531,2024-11-04,C102962,P1042,Fashion,Activewear,1,43.99,43.99,3.52,40.47,27.67,27.67,12.8
OI13981,O507531,2024-11-04,C102962,P1084,Sports,Outdoor,1,42.5,42.5,3.4,39.1,19.16,19.16,19.94
OI13982,O507532,2024-04-26,C102963,P1060,Beauty,Skincare,1,34.18,34.18,0.0,34.18,15.31,15.31,18.87
OI13983,O507533,2024-05-02,C102963,P1030,Home,Decor,1,20.45,20.45,0.0,20.45,12.23,12.23,8.22
OI13984,O507533,2024-05-02,C102963,P1016,Electronics,Mobile Accessories,1,160.37,160.37,8.02,152.35,103.82,103.82,48.53
OI13985,O507534,2024-06-12,C102963,P1040,Fashion,Activewear,1,64.33,64.33,5.15,59.18,38.98,38.98,20.2
OI13986,O507534,2024-06-12,C102963,P1072,Sports,Outdoor,2,148.58,297.16,14.86,282.3,98.34,196.68,85.62
OI13987,O507535,2024-07-03,C102963,P1018,Electronics,Computer Accessories,1,198.78,198.78,15.9,182.88,113.76,113.76,69.12
OI13988,O507535,2024-07-03,C102963,P1024,Home,Bedding,1,43.81,43.81,3.5,40.31,21.82,21.82,18.49
OI13989,O507536,2024-07-19,C102963,P1034,Home,Bedding,1,99.24,99.24,9.92,89.32,51.23,51.23,38.09
OI13990,O507537,2024-01-18,C102964,P1033,Home,Bedding,1,107.44,107.44,0.0,107.44,73.21,73.21,34.23
OI13991,O507537,2024-01-18,C102964,P1021,Home,Decor,2,32.27,64.54,0.0,64.54,21.95,43.9,20.64
OI13992,O507537,2024-01-18,C102964,P1035,Home,Kitchen,1,88.21,88.21,0.0,88.21,60.95,60.95,27.26
OI13993,O507537,2024-01-18,C102964,P1011,Electronics,Computer Accessories,1,43.9,43.9,0.0,43.9,35.51,35.51,8.39
OI13994,O507538,2024-02-07,C102964,P1020,Home,Bedding,1,25.83,25.83,0.0,25.83,14.15,14.15,11.68
OI13995,O507539,2024-02-29,C102964,P1046,Fashion,Outerwear,1,41.55,41.55,3.32,38.23,24.22,24.22,14.01
OI13996,O507540,2024-03-15,C102964,P1016,Electronics,Mobile Accessories,1,158.22,158.22,0.0,158.22,103.82,103.82,54.4
OI13997,O507541,2024-08-14,C102964,P1074,Sports,Recovery,1,21.37,21.37,1.71,19.66,15.27,15.27,4.39
OI13998,O507541,2024-08-14,C102964,P1021,Home,Decor,1,33.81,33.81,3.38,30.43,21.95,21.95,8.48
OI13999,O507541,2024-08-14,C102964,P1002,Electronics,Audio,2,78.25,156.5,12.52,143.98,57.07,114.14,29.84
OI14000,O507541,2024-08-14,C102964,P1051,Fashion,Activewear,1,31.41,31.41,1.57,29.84,13.97,13.97,15.87
OI14001,O507542,2025-05-17,C102964,P1037,Fashion,Outerwear,1,140.42,140.42,11.23,129.19,69.53,69.53,59.66
OI14002,O507542,2025-05-17,C102964,P1061,Beauty,Haircare,1,61.2,61.2,4.9,56.3,31.69,31.69,24.61
OI14003,O507543,2025-06-10,C102964,P1042,Fashion,Activewear,1,42.5,42.5,0.0,42.5,27.67,27.67,14.83
OI14004,O507543,2025-06-10,C102964,P1068,Beauty,Skincare,1,59.29,59.29,2.96,56.33,25.09,25.09,31.24
OI14005,O507544,2025-06-13,C102964,P1047,Fashion,Outerwear,2,38.16,76.32,9.16,67.16,18.33,36.66,30.5
OI14006,O507545,2024-12-18,C102965,P1060,Beauty,Skincare,1,35.05,35.05,0.0,35.05,15.31,15.31,19.74
OI14007,O507545,2024-12-18,C102965,P1052,Fashion,Outerwear,1,110.93,110.93,0.0,110.93,45.5,45.5,65.43
OI14008,O507546,2024-06-01,C102966,P1077,Sports,Outdoor,1,14.92,14.92,1.49,13.43,10.85,10.85,2.58
OI14009,O507546,2024-06-01,C102966,P1039,Fashion,Basics,1,76.98,76.98,7.7,69.28,41.14,41.14,28.14
OI14010,O507546,2024-06-01,C102966,P1033,Home,Bedding,2,101.65,203.3,20.33,182.97,73.21,146.42,36.55
OI14011,O507547,2024-06-04,C102966,P1060,Beauty,Skincare,1,32.83,32.83,2.63,30.2,15.31,15.31,14.89
OI14012,O507547,2024-06-04,C102966,P1044,Fashion,Footwear,1,62.96,62.96,5.04,57.92,36.21,36.21,21.71
OI14013,O507547,2024-06-04,C102966,P1036,Home,Kitchen,1,42.86,42.86,3.43,39.43,27.15,27.15,12.28
OI14014,O507548,2024-07-02,C102966,P1036,Home,Kitchen,1,44.77,44.77,3.58,41.19,27.15,27.15,14.04
OI14015,O507549,2024-08-25,C102966,P1011,Electronics,Computer Accessories,2,45.46,90.92,10.91,80.01,35.51,71.02,8.99
OI14016,O507549,2024-08-25,C102966,P1079,Sports,Recovery,1,140.14,140.14,16.82,123.32,73.38,73.38,49.94
OI14017,O507550,2025-06-25,C102966,P1048,Fashion,Activewear,1,78.73,78.73,7.87,70.86,38.33,38.33,32.53
OI14018,O507551,2024-07-01,C102967,P1003,Electronics,Wearables,1,30.73,30.73,3.07,27.66,23.12,23.12,4.54
OI14019,O507552,2024-12-13,C102967,P1075,Sports,Hydration,1,22.68,22.68,0.0,22.68,12.82,12.82,9.86
OI14020,O507553,2025-03-15,C102967,P1015,Electronics,Audio,1,146.4,146.4,14.64,131.76,107.4,107.4,24.36
OI14021,O507553,2025-03-15,C102967,P1083,Sports,Outdoor,1,85.58,85.58,8.56,77.02,59.28,59.28,17.74
OI14022,O507554,2025-06-13,C102967,P1067,Beauty,Skincare,1,67.15,67.15,5.37,61.78,20.63,20.63,41.15
OI14023,O507554,2025-06-13,C102967,P1040,Fashion,Activewear,1,62.43,62.43,4.99,57.44,38.98,38.98,18.46
OI14024,O507555,2024-10-28,C102968,P1020,Home,Bedding,1,27.7,27.7,0.0,27.7,14.15,14.15,13.55
OI14025,O507556,2025-04-14,C102970,P1050,Fashion,Basics,1,42.27,42.27,2.11,40.16,22.11,22.11,18.05
OI14026,O507556,2025-04-14,C102970,P1054,Fashion,Activewear,2,35.39,70.78,5.66,65.12,21.8,43.6,21.52
OI14027,O507557,2025-02-24,C102971,P1020,Home,Bedding,1,26.18,26.18,3.14,23.04,14.15,14.15,8.89
OI14028,O507557,2025-02-24,C102971,P1049,Fashion,Footwear,1,39.48,39.48,4.74,34.74,22.36,22.36,12.38
OI14029,O507558,2025-04-16,C102971,P1070,Beauty,Haircare,2,43.76,87.52,0.0,87.52,17.71,35.42,52.1
OI14030,O507558,2025-04-16,C102971,P1066,Beauty,Skincare,1,61.53,61.53,0.0,61.53,23.03,23.03,38.5
OI14031,O507559,2024-08-15,C102973,P1048,Fashion,Activewear,2,78.0,156.0,15.6,140.4,38.33,76.66,63.74
OI14032,O507559,2024-08-15,C102973,P1040,Fashion,Activewear,1,64.24,64.24,6.42,57.82,38.98,38.98,18.84
OI14033,O507560,2024-08-19,C102973,P1071,Sports,Hydration,1,38.2,38.2,3.06,35.14,24.03,24.03,11.11
OI14034,O507561,2024-10-14,C102973,P1079,Sports,Recovery,2,140.25,280.5,0.0,280.5,73.38,146.76,133.74
OI14035,O507561,2024-10-14,C102973,P1050,Fashion,Basics,1,42.18,42.18,0.0,42.18,22.11,22.11,20.07
OI14036,O507562,2025-03-22,C102973,P1087,Sports,Hydration,2,115.31,230.62,0.0,230.62,74.53,149.06,81.56
OI14037,O507562,2025-03-22,C102973,P1013,Electronics,Wearables,1,101.64,101.64,0.0,101.64,53.71,53.71,47.93
OI14038,O507563,2024-03-29,C102974,P1022,Home,Kitchen,1,164.77,164.77,0.0,164.77,111.74,111.74,53.03
OI14039,O507564,2024-05-09,C102974,P1047,Fashion,Outerwear,1,39.14,39.14,0.0,39.14,18.33,18.33,20.81
OI14040,O507564,2024-05-09,C102974,P1051,Fashion,Activewear,1,31.6,31.6,1.58,30.02,13.97,13.97,16.05
OI14041,O507565,2024-06-04,C102974,P1030,Home,Decor,1,20.41,20.41,1.63,18.78,12.23,12.23,6.55
OI14042,O507565,2024-06-04,C102974,P1038,Fashion,Footwear,1,88.88,88.88,8.89,79.99,52.04,52.04,27.95
OI14043,O507566,2024-08-21,C102974,P1044,Fashion,Footwear,1,59.79,59.79,0.0,59.79,36.21,36.21,23.58
OI14044,O507567,2024-11-02,C102974,P1048,Fashion,Activewear,1,83.62,83.62,8.36,75.26,38.33,38.33,36.93
OI14045,O507567,2024-11-02,C102974,P1023,Home,Decor,1,142.86,142.86,11.43,131.43,84.41,84.41,47.02
OI14046,O507568,2024-12-13,C102974,P1081,Sports,Hydration,1,85.37,85.37,4.27,81.1,43.31,43.31,37.79
OI14047,O507569,2025-04-13,C102974,P1047,Fashion,Outerwear,1,38.09,38.09,1.9,36.19,18.33,18.33,17.86
OI14048,O507569,2025-04-13,C102974,P1005,Electronics,Audio,1,151.92,151.92,12.15,139.77,92.22,92.22,47.55
OI14049,O507570,2025-04-27,C102974,P1028,Home,Storage,2,79.17,158.34,12.67,145.67,46.79,93.58,52.09
OI14050,O507570,2025-04-27,C102974,P1040,Fashion,Activewear,1,61.31,61.31,6.13,55.18,38.98,38.98,16.2
OI14051,O507571,2025-02-26,C102975,P1029,Home,Decor,1,129.61,129.61,0.0,129.61,80.99,80.99,48.62
OI14052,O507571,2025-02-26,C102975,P1024,Home,Bedding,1,43.96,43.96,0.0,43.96,21.82,21.82,22.14
OI14053,O507571,2025-02-26,C102975,P1018,Electronics,Computer Accessories,1,204.61,204.61,0.0,204.61,113.76,113.76,90.85
OI14054,O507572,2024-08-15,C102976,P1035,Home,Kitchen,1,87.73,87.73,4.39,83.34,60.95,60.95,22.39
OI14055,O507572,2024-08-15,C102976,P1004,Electronics,Audio,1,92.56,92.56,4.63,87.93,72.43,72.43,15.5
OI14056,O507573,2024-10-09,C102976,P1073,Sports,Hydration,1,55.28,55.28,2.76,52.52,25.06,25.06,27.46
OI14057,O507574,2025-02-10,C102976,P1063,Beauty,Haircare,1,63.35,63.35,0.0,63.35,31.44,31.44,31.91
OI14058,O507574,2025-02-10,C102976,P1048,Fashion,Activewear,2,78.31,156.62,0.0,156.62,38.33,76.66,79.96
OI14059,O507575,2025-02-13,C102977,P1087,Sports,Hydration,1,109.48,109.48,0.0,109.48,74.53,74.53,34.95
OI14060,O507576,2025-05-25,C102978,P1051,Fashion,Activewear,2,30.95,61.9,6.19,55.71,13.97,27.94,27.77
OI14061,O507576,2025-05-25,C102978,P1036,Home,Kitchen,1,42.02,42.02,2.1,39.92,27.15,27.15,12.77
OI14062,O507577,2024-05-31,C102980,P1053,Fashion,Activewear,1,107.53,107.53,8.6,98.93,59.06,59.06,39.87
