order_id,order_date,ship_date,delivery_date,customer_id,region,state,city,sales_channel,payment_method,shipping_type,coupon_code,order_status,is_first_order,customer_order_number,order_gross_sales,item_discount_amount,coupon_discount_amount,order_net_sales,shipping_fee,tax_amount,order_total,order_cogs,order_gross_profit
O507632,2024-12-17,2024-12-19,2024-12-25,C103002,Northeast,New York,Buffalo,Website,PayPal,Standard,,Delivered,True,1,102.4,0.0,0.0,102.4,0.0,8.08,110.48,53.71,48.69
O507633,2025-05-10,2025-05-13,2025-05-16,C103002,Northeast,New York,Buffalo,Website,PayPal,Standard,VIP20,Delivered,False,2,154.15,18.5,0.0,135.65,0.0,11.06,146.71,79.55,56.1
O507634,2024-12-18,2024-12-19,2024-12-23,C103003,South,Texas,San Antonio,Website,Apple Pay,Standard,,Delivered,True,1,15.06,0.0,0.0,15.06,5.99,1.27,22.32,10.85,4.21
O507635,2025-04-15,2025-04-17,2025-04-20,C103003,South,Texas,San Antonio,Mobile App,Apple Pay,Standard,,Delivered,False,2,128.14,0.0,0.0,128.14,0.0,11.25,139.39,74.4,53.74
O507636,2024-10-31,2024-11-04,2024-11-08,C103004,South,Florida,Tampa,Website,Credit Card,Standard,SPRING15,Delivered,True,1,216.94,12.51,6.13,198.3,0.0,13.16,211.46,110.84,87.46
O507637,2024-11-22,2024-11-25,2024-12-01,C103004,South,Florida,Tampa,Mobile App,Credit Card,Express,WELCOME10,Delivered,False,2,446.96,27.29,12.59,407.08,6.0,35.29,448.37,285.75,121.33
O507638,2025-03-31,2025-04-03,2025-04-07,C103004,South,Florida,Tampa,Website,Credit Card,Standard,,Delivered,False,3,31.73,0.0,0.0,31.73,5.99,1.87,39.59,19.28,12.45
O507639,2025-01-11,2025-01-13,2025-01-18,C103005,South,North Carolina,Raleigh,Mobile App,Apple Pay,Standard,SPRING15,Delivered,True,1,37.16,2.97,0.0,34.19,5.99,2.84,43.02,24.03,10.16
O507640,2024-03-02,2024-03-04,2024-03-08,C103006,South,Texas,Austin,Mobile App,Credit Card,Standard,VIP20,Delivered,True,1,18.64,2.24,0.0,16.4,5.99,1.32,23.71,9.44,6.96
O507641,2024-06-25,2024-06-28,2024-06-30,C103006,South,Texas,Austin,Website,Google Pay,Standard,,Delivered,False,2,30.44,1.52,0.0,28.92,5.99,2.68,37.59,23.12,5.8
O507642,2024-12-13,2024-12-16,2024-12-19,C103006,South,Texas,Austin,Mobile App,Buy Now Pay Later,Same Day,VIP20,Delivered,False,3,247.19,29.66,6.53,211.0,13.0,15.78,239.78,125.99,85.01
O507643,2025-05-21,2025-05-23,2025-05-26,C103006,South,Texas,Austin,Website,Apple Pay,Express,BF2024,Delivered,False,4,42.66,4.27,0.0,38.39,11.99,2.43,52.81,27.15,11.24
O507644,2025-06-02,2025-06-05,2025-06-08,C103006,South,Texas,Austin,Website,Credit Card,Same Day,BF2024,Delivered,False,5,418.64,41.86,18.84,357.94,13.0,20.93,391.87,227.52,130.42
O507645,2025-06-15,2025-06-19,2025-06-23,C103006,South,Texas,Austin,Website,PayPal,Express,,Delivered,False,6,87.68,2.16,0.0,85.52,11.99,5.83,103.34,57.33,28.19
O507646,2024-04-10,2024-04-14,2024-04-20,C103007,West,California,San Francisco,Mobile App,Credit Card,Standard,,Delivered,True,1,544.63,0.0,0.0,544.63,0.0,51.14,595.77,310.68,233.95
O507647,2024-07-28,2024-07-30,2024-08-03,C103007,West,California,San Francisco,Mobile App,PayPal,Standard,,Delivered,False,2,303.22,0.0,0.0,303.22,0.0,27.85,331.07,170.6,132.62
O507648,2024-08-27,2024-08-28,2024-09-01,C103007,West,California,San Francisco,Website,PayPal,Standard,NEWYEAR10,Delivered,False,3,34.84,3.48,0.0,31.36,5.99,2.14,39.49,13.5,17.86
O507649,2024-10-08,2024-10-10,2024-10-15,C103007,West,California,San Francisco,Mobile App,Buy Now Pay Later,Standard,VIP20,Delivered,False,4,84.58,10.15,0.0,74.43,5.99,4.89,85.31,59.28,15.15
O507650,2025-03-24,2025-03-26,2025-03-30,C103007,West,California,San Francisco,Website,PayPal,Standard,,Delivered,False,5,207.61,0.0,0.0,207.61,0.0,16.13,223.74,101.93,105.68
O507651,2024-09-07,2024-09-09,2024-09-15,C103008,West,California,San Francisco,Website,Credit Card,Standard,NEWYEAR10,Delivered,True,1,269.94,17.36,0.0,252.58,0.0,14.9,267.48,117.75,134.83
O507652,2024-01-23,2024-01-25,2024-01-30,C103009,Midwest,Ohio,Columbus,Website,Buy Now Pay Later,Standard,FREESHIP,Delivered,True,1,143.36,0.0,0.0,143.36,0.0,8.34,151.7,92.22,51.14
O507653,2025-05-04,2025-05-08,2025-05-11,C103009,Midwest,Ohio,Columbus,Website,Apple Pay,Standard,BF2024,Delivered,False,2,14.92,1.49,0.0,13.43,5.99,0.77,20.19,10.85,2.58
O507654,2025-04-12,2025-04-14,2025-04-19,C103010,West,Oregon,Portland,Website,Apple Pay,Standard,BF2024,Delivered,True,1,538.04,53.8,14.53,469.71,0.0,37.69,507.4,309.58,160.13
O507655,2025-06-13,2025-06-15,2025-06-19,C103010,West,Oregon,Portland,Website,Credit Card,Standard,WELCOME10,Delivered,False,2,291.36,24.2,0.0,267.16,0.0,19.49,286.65,157.75,109.41
O507656,2024-12-09,2024-12-11,2024-12-17,C103011,West,Washington,Seattle,Mobile App,Buy Now Pay Later,Express,NEWYEAR10,Delivered,True,1,149.06,7.45,7.08,134.53,6.0,9.68,150.21,114.14,20.39
O507657,2025-04-18,2025-04-22,2025-04-26,C103011,West,Washington,Seattle,Website,Apple Pay,Standard,VIP20,Delivered,False,2,77.1,9.25,2.04,65.81,5.99,4.72,76.52,57.07,8.74
O507658,2024-11-12,2024-11-14,2024-11-17,C103012,South,Texas,Dallas,Website,Credit Card,Standard,,Delivered,True,1,165.29,0.0,0.0,165.29,0.0,13.57,178.86,120.37,44.92
O507659,2025-01-22,2025-01-26,2025-01-30,C103012,South,Texas,Dallas,Website,PayPal,Express,FREESHIP,Delivered,False,2,175.44,7.07,0.0,168.37,6.0,13.72,188.09,91.48,76.89
O507660,2025-05-20,2025-05-23,2025-05-27,C103012,South,Texas,Dallas,Website,Apple Pay,Standard,FREESHIP,Delivered,False,3,231.86,0.0,0.0,231.86,0.0,14.91,246.77,149.06,82.8
O507661,2025-04-12,2025-04-15,2025-04-18,C103013,Northeast,New York,Buffalo,Marketplace,PayPal,Standard,WELCOME10,Delivered,True,1,166.89,10.29,4.7,151.9,0.0,13.13,165.03,87.72,64.18
O507662,2025-05-15,2025-05-17,2025-05-21,C103013,Northeast,New York,Buffalo,Website,Buy Now Pay Later,Standard,SUMMER10,Delivered,False,2,164.81,8.86,4.68,151.27,0.0,14.31,165.58,89.22,62.05
O507663,2025-06-09,2025-06-11,2025-06-14,C103013,Northeast,New York,Buffalo,Mobile App,Credit Card,Standard,,Delivered,False,3,150.95,0.0,0.0,150.95,0.0,11.15,162.1,103.82,47.13
O507664,2025-06-10,2025-06-12,2025-06-15,C103013,Northeast,New York,Buffalo,Website,Buy Now Pay Later,Standard,VIP20,Delivered,False,4,181.49,21.78,4.79,154.92,0.0,10.1,165.02,88.69,66.23
O507665,2024-05-22,2024-05-24,2024-05-28,C103014,West,Arizona,Tempe,Marketplace,Credit Card,Standard,SUMMER10,Delivered,True,1,30.23,2.42,0.83,26.98,5.99,2.2,35.17,23.12,3.86
O507666,2024-12-16,2024-12-17,2024-12-20,C103014,West,Arizona,Tempe,Website,Buy Now Pay Later,Standard,BF2024,Delivered,False,2,268.0,26.81,0.0,241.19,0.0,19.49,260.68,147.07,94.12
O507667,2024-04-21,2024-04-25,2024-04-29,C103015,South,North Carolina,Charlotte,Mobile App,PayPal,Standard,,Delivered,True,1,32.45,0.0,0.0,32.45,5.99,2.01,40.45,19.28,13.17
O507668,2024-10-04,2024-10-07,2024-10-10,C103015,South,North Carolina,Charlotte,Website,Apple Pay,Standard,SPRING15,Delivered,False,2,315.52,25.24,0.0,290.28,0.0,26.32,316.6,185.15,105.13
O507669,2024-08-16,2024-08-17,2024-08-22,C103016,Northeast,New York,Rochester,Mobile App,Buy Now Pay Later,Standard,BF2024,Delivered,True,1,132.28,13.23,3.57,115.48,0.0,7.77,123.25,75.62,39.86
O507670,2024-12-03,2024-12-05,2024-12-10,C103016,Northeast,New York,Rochester,Website,PayPal,Express,,Delivered,False,2,282.87,0.0,0.0,282.87,6.0,23.24,312.11,179.9,102.97
O507671,2024-12-22,2024-12-24,2024-12-27,C103016,Northeast,New York,Rochester,Website,Credit Card,Standard,SUMMER10,Delivered,False,3,192.6,15.41,8.86,168.33,0.0,11.12,179.45,111.38,56.95
O507672,2025-04-17,2025-04-21,2025-04-25,C103016,Northeast,New York,Rochester,Mobile App,Credit Card,Express,,Delivered,False,4,229.91,0.0,0.0,229.91,6.0,15.0,250.91,125.99,103.92
O507673,2024-03-01,2024-03-02,2024-03-06,C103017,Northeast,New York,Buffalo,Mobile App,Credit Card,Standard,SUMMER10,Delivered,True,1,256.49,21.54,7.05,227.9,0.0,20.11,248.01,133.81,94.09
O507674,2024-09-23,2024-09-24,2024-09-27,C103017,Northeast,New York,Buffalo,Website,Buy Now Pay Later,Express,NEWYEAR10,Delivered,False,2,67.46,5.4,1.86,60.2,11.99,4.08,76.27,43.9,16.3
O507675,2024-10-26,2024-10-28,2024-11-02,C103017,Northeast,New York,Buffalo,Mobile App,Credit Card,Standard,VIP20,Delivered,False,3,38.32,4.6,1.69,32.03,5.99,2.7,40.72,18.33,13.7
O507676,2024-11-16,2024-11-19,2024-11-23,C103017,Northeast,New York,Buffalo,Website,Credit Card,Standard,,Delivered,False,4,226.32,0.0,0.0,226.32,0.0,19.53,245.85,133.59,92.73
O507677,2025-01-25,2025-01-28,2025-01-30,C103017,Northeast,New York,Buffalo,Website,PayPal,Standard,NEWYEAR10,Delivered,False,5,203.8,13.53,0.0,190.27,0.0,13.29,203.56,122.9,67.37
O507678,2024-03-28,2024-03-30,2024-04-02,C103018,West,California,Sacramento,Mobile App,Apple Pay,Standard,,Delivered,True,1,724.88,19.81,0.0,705.07,0.0,56.84,761.91,385.0,320.07
O507679,2024-04-13,2024-04-15,2024-04-21,C103018,West,California,Sacramento,Website,Apple Pay,Standard,,Delivered,False,2,148.34,0.0,0.0,148.34,0.0,12.46,160.8,107.4,40.94
O507680,2024-10-17,2024-10-18,2024-10-21,C103018,West,California,Sacramento,Website,Credit Card,Standard,SUMMER10,Delivered,False,3,22.35,2.24,0.6,19.51,5.99,1.83,27.33,13.3,6.21
O507681,2025-06-29,2025-06-30,2025-07-06,C103018,West,California,Sacramento,Mobile App,PayPal,Standard,,Delivered,False,4,323.62,0.0,0.0,323.62,0.0,25.64,349.26,242.02,81.6
O507682,2024-06-29,2024-07-01,2024-07-03,C103019,Northeast,Massachusetts,Cambridge,Marketplace,Google Pay,Standard,,Delivered,True,1,92.74,0.0,0.0,92.74,5.99,7.74,106.47,43.31,49.43
O507683,2024-07-19,2024-07-20,2024-07-25,C103019,Northeast,Massachusetts,Cambridge,Marketplace,Credit Card,Standard,VIP20,Delivered,False,2,382.8,45.94,0.0,336.86,0.0,19.52,356.38,231.1,105.76
O507684,2024-09-04,2024-09-07,2024-09-11,C103019,Northeast,Massachusetts,Cambridge,Website,Credit Card,Express,SPRING15,Delivered,False,3,200.08,16.01,5.52,178.55,6.0,14.71,199.26,135.42,43.13
O507685,2025-03-06,2025-03-08,2025-03-11,C103019,Northeast,Massachusetts,Cambridge,Mobile App,PayPal,Standard,WELCOME10,Delivered,False,4,161.01,12.88,0.0,148.13,0.0,12.37,160.5,81.25,66.88
O507686,2024-10-04,2024-10-06,2024-10-10,C103020,South,Florida,Jacksonville,Marketplace,Credit Card,Standard,,Delivered,True,1,91.44,0.0,0.0,91.44,5.99,5.38,102.81,53.64,37.8
O507687,2024-11-14,2024-11-16,2024-11-20,C103020,South,Florida,Jacksonville,Marketplace,Credit Card,Standard,,Delivered,False,2,16.86,0.0,0.0,16.86,5.99,1.2,24.05,6.75,10.11
O507688,2025-03-14,2025-03-15,2025-03-18,C103020,South,Florida,Jacksonville,Website,Credit Card,Standard,SPRING15,Delivered,False,3,250.7,20.06,6.92,223.72,0.0,15.56,239.28,143.63,80.09
O507689,2024-02-24,2024-02-25,2024-02-28,C103021,West,California,San Jose,Website,PayPal,Same Day,NEWYEAR10,Delivered,True,1,325.83,30.13,0.0,295.7,13.0,23.49,332.19,194.63,101.07
O507690,2024-04-02,,,C103021,West,California,San Jose,Marketplace,Google Pay,Standard,,Cancelled,False,2,320.36,0.0,0.0,0.0,0.0,0.0,0.0,184.94,0.0
O507691,2024-10-01,2024-10-02,2024-10-06,C103021,West,California,San Jose,Website,Apple Pay,Standard,WELCOME10,Delivered,False,3,166.72,16.67,0.0,150.05,0.0,12.59,162.64,111.74,38.31
O507692,2024-10-10,2024-10-13,2024-10-16,C103021,West,California,San Jose,Website,Credit Card,Standard,SUMMER10,Delivered,False,4,322.75,29.08,0.0,293.67,0.0,19.0,312.67,167.74,125.93
O507693,2025-04-26,2025-04-29,2025-05-02,C103021,West,California,San Jose,Website,Credit Card,Standard,SUMMER10,Delivered,False,5,41.22,2.06,1.17,37.99,5.99,3.18,47.16,22.36,15.63
O507694,2025-01-09,2025-01-10,2025-01-14,C103023,West,California,Sacramento,Website,Apple Pay,Standard,WELCOME10,Delivered,True,1,187.46,15.54,5.16,166.76,0.0,11.52,178.28,93.4,73.36
O507695,2024-01-28,2024-01-30,2024-02-03,C103024,West,California,San Diego,Website,Credit Card,Express,FREESHIP,Delivered,True,1,346.87,0.0,0.0,346.87,6.0,26.71,379.58,197.66,149.21
O507696,2024-04-09,2024-04-10,2024-04-14,C103025,South,Texas,Austin,Website,PayPal,Express,,Delivered,True,1,43.15,0.0,0.0,43.15,11.99,2.71,57.85,24.22,18.93
O507697,2024-09-12,2024-09-15,2024-09-20,C103025,South,Texas,Austin,Marketplace,Credit Card,Standard,VIP20,Delivered,False,2,31.85,3.82,1.4,26.63,5.99,1.9,34.52,13.97,12.66
O507698,2024-11-21,2024-11-24,2024-11-28,C103025,South,Texas,Austin,Mobile App,PayPal,Standard,,Delivered,False,3,76.04,0.0,0.0,76.04,5.99,5.17,87.2,41.14,34.9
O507699,2024-12-17,2024-12-19,2024-12-25,C103026,West,California,Sacramento,Mobile App,Credit Card,Same Day,SUMMER10,Delivered,True,1,22.16,2.22,0.6,19.34,18.99,1.41,39.74,14.37,4.97
O507700,2024-12-17,2024-12-19,2024-12-22,C103027,West,Arizona,Tempe,Website,Credit Card,Standard,FREESHIP,Delivered,True,1,94.58,0.0,0.0,94.58,0.0,7.11,101.69,53.71,40.87
O507701,2024-12-23,2024-12-25,2024-12-30,C103027,West,Arizona,Tempe,Marketplace,Google Pay,Standard,,Delivered,False,2,41.54,0.0,0.0,41.54,5.99,2.91,50.44,22.36,19.18
O507702,2025-05-06,2025-05-08,2025-05-11,C103027,West,Arizona,Tempe,Website,Apple Pay,Standard,,Delivered,False,3,84.08,0.0,0.0,84.08,5.99,6.45,96.52,38.33,45.75
O507703,2024-05-31,2024-06-04,2024-06-08,C103028,Northeast,New York,New York,Marketplace,Credit Card,Express,WELCOME10,Delivered,True,1,77.56,6.2,0.0,71.36,11.99,6.43,89.78,57.07,14.29
O507704,2024-07-29,2024-07-30,2024-08-03,C103028,Northeast,New York,New York,Website,Credit Card,Standard,,Delivered,False,2,215.03,0.0,0.0,215.03,0.0,12.24,227.27,104.0,111.03
O507705,2024-09-09,,,C103028,Northeast,New York,New York,Mobile App,Google Pay,Standard,WELCOME10,Cancelled,False,3,339.12,16.96,16.11,0.0,0.0,0.0,0.0,192.49,0.0
O507706,2025-05-07,2025-05-08,2025-05-11,C103028,Northeast,New York,New York,Website,Credit Card,Standard,,Delivered,False,4,175.44,0.0,0.0,175.44,0.0,12.12,187.56,76.5,98.94
O507707,2024-04-03,2024-04-06,2024-04-10,C103030,South,Texas,Dallas,Marketplace,Credit Card,Standard,,Delivered,True,1,239.14,3.71,0.0,235.43,0.0,18.14,253.57,162.15,73.28
O507708,2024-06-18,2024-06-20,2024-06-24,C103030,South,Texas,Dallas,Marketplace,Buy Now Pay Later,Standard,SPRING15,Delivered,False,2,73.3,4.9,0.0,68.4,5.99,3.9,78.29,46.95,21.45
O507709,2024-09-09,,,C103030,South,Texas,Dallas,Mobile App,PayPal,Standard,NEWYEAR10,Cancelled,False,3,67.58,4.49,3.15,0.0,0.0,0.0,0.0,47.15,0.0
O507710,2024-10-01,2024-10-03,2024-10-07,C103031,South,North Carolina,Raleigh,Website,Credit Card,Standard,,Delivered,True,1,163.43,0.0,0.0,163.43,0.0,14.16,177.59,92.04,71.39
O507711,2025-04-30,2025-05-01,2025-05-04,C103031,South,North Carolina,Raleigh,Website,PayPal,Standard,,Delivered,False,2,80.98,0.0,0.0,80.98,5.99,6.89,93.86,57.31,23.67
O507712,2025-06-14,2025-06-15,2025-06-19,C103031,South,North Carolina,Raleigh,Marketplace,Credit Card,Standard,,Delivered,False,3,98.62,0.0,0.0,98.62,5.99,7.06,111.67,52.73,45.89
O507713,2024-07-13,2024-07-16,2024-07-19,C103032,South,Georgia,Savannah,Marketplace,Buy Now Pay Later,Standard,BF2024,Delivered,True,1,27.18,2.72,1.22,23.24,5.99,2.1,31.33,14.15,9.09
O507714,2024-08-14,2024-08-17,2024-08-21,C103032,South,Georgia,Savannah,Website,Credit Card,Express,,Delivered,False,2,62.26,0.0,0.0,62.26,11.99,5.67,79.92,41.12,21.14
O507715,2025-01-23,2025-01-26,2025-01-29,C103032,South,Georgia,Savannah,Marketplace,Apple Pay,Standard,FREESHIP,Delivered,False,3,103.24,0.0,0.0,103.24,0.0,9.14,112.38,40.94,62.3
O507716,2024-04-18,2024-04-20,2024-04-23,C103033,West,Arizona,Tempe,Website,Apple Pay,Standard,,Delivered,True,1,119.11,0.0,0.0,119.11,0.0,8.37,127.48,61.8,57.31
O507717,2024-06-08,2024-06-12,2024-06-15,C103033,West,Arizona,Tempe,Mobile App,Credit Card,Express,SUMMER10,Delivered,False,2,120.71,6.04,0.0,114.67,6.0,10.22,130.89,66.45,48.22
O507718,2024-12-23,,,C103033,West,Arizona,Tempe,Mobile App,Apple Pay,Standard,,Cancelled,False,3,62.25,3.11,0.0,0.0,0.0,0.0,0.0,38.98,0.0
O507719,2024-03-16,2024-03-20,2024-03-24,C103034,South,Texas,Houston,Mobile App,Buy Now Pay Later,Standard,NEWYEAR10,Delivered,True,1,40.13,4.01,1.08,35.04,5.99,2.34,43.37,22.36,12.68
O507720,2024-08-26,2024-08-29,2024-08-31,C103034,South,Texas,Houston,Mobile App,PayPal,Standard,SPRING15,Delivered,False,2,86.76,4.34,0.0,82.42,5.99,6.81,95.22,60.96,21.46
O507721,2024-11-03,2024-11-05,2024-11-07,C103034,South,Texas,Houston,Website,PayPal,Standard,SUMMER10,Delivered,False,3,314.85,25.19,8.69,280.97,0.0,17.98,298.95,189.13,91.84
O507722,2024-12-10,2024-12-13,2024-12-16,C103034,South,Texas,Houston,Website,Buy Now Pay Later,Same Day,SPRING15,Delivered,False,4,195.19,15.62,5.39,174.18,13.0,16.3,203.48,143.06,31.12
O507723,2025-06-16,2025-06-18,2025-06-21,C103034,South,Texas,Houston,Mobile App,PayPal,Standard,BF2024,Delivered,False,5,169.03,16.9,0.0,152.13,0.0,10.07,162.2,94.9,57.23
O507724,2025-03-10,2025-03-12,2025-03-14,C103035,Northeast,New York,New York,Website,Apple Pay,Standard,VIP20,Delivered,True,1,90.83,10.9,2.4,77.53,5.99,7.25,90.77,60.95,16.58
O507725,2025-05-03,2025-05-06,2025-05-09,C103035,Northeast,New York,New York,Website,Apple Pay,Standard,NEWYEAR10,Delivered,False,2,148.68,11.89,0.0,136.79,0.0,12.89,149.68,102.08,34.71
O507726,2024-10-09,2024-10-11,2024-10-14,C103036,Northeast,New York,Buffalo,Mobile App,Credit Card,Standard,NEWYEAR10,Delivered,True,1,92.11,9.21,2.49,80.41,5.99,6.61,93.01,43.39,37.02
O507727,2024-12-20,2024-12-22,2024-12-26,C103036,Northeast,New York,Buffalo,Website,PayPal,Express,WELCOME10,Delivered,False,2,471.1,25.13,22.3,423.67,6.0,35.62,465.29,296.73,126.94
O507728,2024-12-27,2024-12-28,2025-01-02,C103036,Northeast,New York,Buffalo,Website,Credit Card,Standard,,Delivered,False,3,41.71,0.0,0.0,41.71,5.99,2.45,50.15,22.11,19.6
O507729,2025-02-19,2025-02-21,2025-02-25,C103036,Northeast,New York,Buffalo,Website,Apple Pay,Standard,FREESHIP,Delivered,False,4,340.17,0.0,0.0,340.17,0.0,19.31,359.48,230.26,109.91
O507730,2025-03-10,2025-03-11,2025-03-14,C103036,Northeast,New York,Buffalo,Website,PayPal,Standard,,Delivered,False,5,121.14,0.0,0.0,121.14,0.0,9.49,130.63,41.1,80.04
O507731,2025-03-12,2025-03-15,2025-03-21,C103036,Northeast,New York,Buffalo,Marketplace,Apple Pay,Express,WELCOME10,Delivered,False,6,160.68,11.56,0.0,149.12,6.0,12.57,167.69,92.59,56.53
O507732,2025-04-15,2025-04-18,2025-04-24,C103036,Northeast,New York,Buffalo,Mobile App,Buy Now Pay Later,Same Day,BF2024,Delivered,False,7,284.02,28.4,0.0,255.62,13.0,22.52,291.14,141.15,114.47
O507733,2024-09-18,2024-09-22,2024-09-25,C103037,South,Florida,Jacksonville,Mobile App,Credit Card,Standard,,Delivered,True,1,21.04,0.0,0.0,21.04,5.99,1.95,28.98,12.23,8.81
O507734,2024-12-12,2024-12-16,2024-12-21,C103037,South,Florida,Jacksonville,Mobile App,Credit Card,Standard,,Delivered,False,2,165.91,0.0,0.0,165.91,0.0,14.6,180.51,122.67,43.24
O507735,2025-02-23,2025-02-25,2025-02-28,C103037,South,Florida,Jacksonville,Website,Credit Card,Standard,WELCOME10,Delivered,False,3,499.52,49.52,22.5,427.5,0.0,29.54,457.04,247.97,179.53
O507736,2025-04-20,2025-04-22,2025-04-26,C103037,South,Florida,Jacksonville,Mobile App,PayPal,Standard,BF2024,Delivered,False,4,45.11,4.51,2.03,38.57,5.99,3.31,47.87,18.29,20.28
O507737,2025-04-23,2025-04-27,2025-05-01,C103037,South,Florida,Jacksonville,Mobile App,PayPal,Standard,,Delivered,False,5,198.42,0.0,0.0,198.42,0.0,18.5,216.92,131.34,67.08
O507738,2024-10-18,2024-10-22,2024-10-27,C103038,South,North Carolina,Charlotte,Marketplace,Credit Card,Standard,,Delivered,True,1,194.84,3.89,0.0,190.95,0.0,15.48,206.43,123.52,67.43
O507739,2024-11-08,2024-11-11,2024-11-13,C103038,South,North Carolina,Charlotte,Website,Buy Now Pay Later,Standard,BF2024,Delivered,False,2,147.23,14.72,0.0,132.51,0.0,9.94,142.45,92.22,40.29
O507740,2024-11-11,2024-11-14,2024-11-16,C103038,South,North Carolina,Charlotte,Mobile App,Credit Card,Standard,NEWYEAR10,Delivered,False,3,42.05,3.36,1.16,37.53,5.99,3.28,46.8,27.15,10.38
O507741,2025-02-05,2025-02-08,2025-02-11,C103038,South,North Carolina,Charlotte,Website,Credit Card,Standard,VIP20,Delivered,False,4,280.11,33.61,0.0,246.5,0.0,21.51,268.01,158.58,87.92
O507742,2025-03-02,2025-03-04,2025-03-07,C103038,South,North Carolina,Charlotte,Marketplace,Credit Card,Express,,Delivered,False,5,21.99,0.0,0.0,21.99,11.99,1.88,35.86,10.36,11.63
O507743,2024-12-15,2024-12-16,2024-12-21,C103040,West,Arizona,Phoenix,Website,Buy Now Pay Later,Standard,WELCOME10,Delivered,True,1,63.86,6.39,0.0,57.47,5.99,3.89,67.35,38.56,18.91
O507744,2024-04-29,2024-05-03,2024-05-07,C103041,West,California,San Diego,Marketplace,Credit Card,Standard,BF2024,Delivered,True,1,172.08,17.2,4.65,150.23,0.0,13.15,163.38,93.72,56.51
O507745,2024-05-08,2024-05-12,2024-05-15,C103041,West,California,San Diego,Website,Credit Card,Standard,SUMMER10,Delivered,False,2,73.65,3.68,2.1,67.87,5.99,3.77,77.63,38.46,29.41
O507746,2024-12-15,2024-12-17,2024-12-23,C103041,West,California,San Diego,Website,Google Pay,Standard,,Delivered,False,3,22.09,0.0,0.0,22.09,5.99,1.54,29.62,13.3,8.79
O507747,2025-01-07,2025-01-08,2025-01-13,C103041,West,California,San Diego,Website,Buy Now Pay Later,Express,,Delivered,False,4,61.14,0.0,0.0,61.14,11.99,4.53,77.66,46.24,14.9
O507748,2025-02-03,2025-02-07,2025-02-10,C103041,West,California,San Diego,Mobile App,Apple Pay,Standard,,Delivered,False,5,264.84,26.48,0.0,238.36,0.0,19.99,258.35,161.98,76.38
O507749,2025-01-07,2025-01-08,2025-01-13,C103042,South,Texas,Dallas,Website,Apple Pay,Standard,NEWYEAR10,Delivered,True,1,101.33,8.11,2.8,90.42,5.99,8.06,104.47,51.23,39.19
O507750,2025-05-20,2025-05-23,2025-05-25,C103042,South,Texas,Dallas,Website,Google Pay,Express,VIP20,Delivered,False,2,702.27,84.27,18.54,599.46,6.0,37.66,643.12,387.54,211.92
O507751,2025-05-24,2025-05-25,2025-05-27,C103042,South,Texas,Dallas,Website,PayPal,Standard,VIP20,Delivered,False,3,234.99,28.2,0.0,206.79,0.0,11.72,218.51,136.04,70.75
O507752,2025-06-02,2025-06-06,2025-06-09,C103042,South,Texas,Dallas,Website,Apple Pay,Same Day,NEWYEAR10,Delivered,False,4,33.35,2.67,0.0,30.68,18.99,2.27,51.94,19.28,11.4
O507753,2024-01-09,2024-01-12,2024-01-15,C103043,South,Florida,Jacksonville,Mobile App,Credit Card,Standard,NEWYEAR10,Delivered,True,1,87.46,7.0,0.0,80.46,5.99,5.55,92.0,60.95,19.51
O507754,2024-12-21,2024-12-22,2024-12-25,C103043,South,Florida,Jacksonville,Website,Buy Now Pay Later,Standard,,Delivered,False,2,276.15,0.0,0.0,276.15,0.0,24.14,300.29,184.71,91.44
O507755,2025-05-25,2025-05-29,2025-06-01,C103043,South,Florida,Jacksonville,Mobile App,Google Pay,Standard,,Delivered,False,3,492.49,6.27,0.0,486.22,0.0,32.63,518.85,281.03,205.19
O507756,2024-01-05,2024-01-07,2024-01-09,C103045,West,Washington,Bellevue,Marketplace,Credit Card,Standard,,Delivered,True,1,225.59,1.57,0.0,224.02,0.0,17.29,241.31,133.54,90.48
O507757,2024-08-25,2024-08-29,2024-09-03,C103045,West,Washington,Bellevue,Marketplace,Credit Card,Standard,SUMMER10,Delivered,False,2,135.35,12.33,3.69,119.33,0.0,10.74,130.07,83.8,35.53
O507758,2024-10-07,2024-10-11,2024-10-15,C103045,West,Washington,Bellevue,Website,PayPal,Express,BF2024,Delivered,False,3,17.3,1.73,0.47,15.1,11.99,0.87,27.96,6.75,8.35
O507759,2025-02-22,2025-02-25,2025-02-28,C103046,Midwest,Illinois,Springfield,Website,Buy Now Pay Later,Standard,FREESHIP,Delivered,True,1,163.19,0.0,0.0,163.19,0.0,13.57,176.76,88.7,74.49
O507760,2024-12-30,2025-01-02,2025-01-07,C103047,South,Florida,Miami,Website,Credit Card,Standard,,Delivered,True,1,45.18,0.0,0.0,45.18,5.99,2.83,54.0,27.19,17.99
O507761,2024-02-14,2024-02-16,2024-02-19,C103048,Midwest,Ohio,Cleveland,Website,Apple Pay,Standard,SPRING15,Delivered,True,1,42.84,2.14,1.22,39.48,5.99,2.72,48.19,24.22,15.26
O507762,2024-10-25,2024-10-27,2024-10-31,C103048,Midwest,Ohio,Cleveland,Website,Credit Card,Standard,SUMMER10,Delivered,False,2,119.18,11.92,0.0,107.26,0.0,6.76,114.02,82.24,25.02
